date,brand,os,credit_card_type,currency,review_number,price,paid
2025-08-21,Gigabyte,Android 2.3,jcb,Ruble,114,485,1.0
2025-12-21,Samsung,"Android 5.1.1, up to 7.0, TouchWiz UI",jcb,Koruna,72,745,0.0
2025-07-24,Siemens,Feature phone,americanexpress,Rupiah,180,529,1.0
2025-05-10,ZTE,Android 4.0,jcb,Yuan Renminbi,38,552,0.0
2026-01-05,Micromax,Feature phone,visa-electron,Yuan Renminbi,54,288,1.0
2025-10-14,BlackBerry,BlackBerry OS 6.1,jcb,Dollar,236,844,1.0
2025-07-27,Dell,Android 3.2,jcb,Real,188,678,0.0
2025-03-04,Energizer,Android 9.0,jcb,Euro,233,633,1.0
2025-06-29,LG,Feature phone,bankcard,Ruble,104,866,0.0
2026-01-09,Micromax,"Android 4.4.4, up to 5.1, Android One",jcb,Rupiah,127,739,1.0
2025-07-15,Amoi,Microsoft Windows Mobile 5.0 Phone Edition,bankcard,Quetzal,203,640,1.0
2025-10-12,Prestigio,Android 4.1,maestro,Rupiah,79,301,0.0
2025-03-16,BLU,"Android 4.2.2, up to 4.4.2",solo,Lari,42,848,1.0
2025-06-20,Nokia,Feature phone,jcb,Peso,187,692,0.0
2026-01-15,HTC,Android 10,jcb,Rupiah,250,415,0.0
2025-07-25,Spice,Android 4.2,switch,Real,137,276,1.0
2025-04-28,Nokia,Feature phone,jcb,Naira,104,712,0.0
2025-04-06,Infinix,Android 6.0,jcb,Yuan Renminbi,2,292,0.0
2025-11-01,Palm,Palm 5.2.1H,mastercard,Yuan Renminbi,114,206,1.0
2025-10-17,Samsung,"Android 4.0.3, up to 4.2.2, TouchWiz UX UI",bankcard,Yuan Renminbi,79,578,0.0
2025-10-01,Philips,Feature phone,jcb,Yuan Renminbi,6,744,1.0
2025-04-12,LG,Feature phone,jcb,Peso,163,299,1.0
2025-05-25,LG,Feature phone,jcb,Yen,128,459,0.0
2026-01-17,verykool,Android 6.0,jcb,Euro,135,613,0.0
2025-07-13,VK,Feature phone,jcb,Yuan Renminbi,207,612,0.0
2025-07-26,i-mate,Microsoft Windows Mobile 6.0 Professional,jcb,Yuan Renminbi,111,652,0.0
2025-03-24,Plum,Android 5.1,jcb,Euro,93,698,0.0
2025-08-25,Sendo,Feature phone,jcb,Real,150,569,1.0
2025-12-23,alcatel,Feature phone,jcb,Euro,156,810,1.0
2026-01-15,Plum,Feature phone,china-unionpay,Ruble,233,236,1.0
2025-05-21,Huawei,"Android 4.1, up to 4.2.2, EMUI 1.5",diners-club-international,Rupiah,38,654,0.0
2025-12-16,i-mobile,Feature phone,visa,Dong,237,357,0.0
2025-09-22,Pantech,Feature phone,bankcard,Yuan Renminbi,245,618,1.0
2025-12-09,Samsung,Microsoft Windows Mobile 6.1 Professional,laser,Euro,123,237,0.0
2025-11-17,Nokia,Feature phone,jcb,Shekel,33,407,0.0
2025-03-26,Amoi,Feature phone,jcb,Peso,79,789,0.0
2025-06-05,VK,Feature phone,jcb,Rupiah,55,543,0.0
2025-10-09,Realme,Android 10,jcb,Rupiah,216,550,0.0
2025-05-07,BLU,Android 4.2,diners-club-carte-blanche,Euro,213,449,0.0
2025-12-02,alcatel,Feature phone,jcb,Yuan Renminbi,212,861,0.0
2025-05-07,vivo,"Android 9.0, Funtouch 9.1",visa-electron,Rupiah,116,601,0.0
2025-10-27,ZTE,"Android 2.3.6, up to 4.0",jcb,Dram,71,356,0.0
2025-02-04,Yezz,Android 5.1,mastercard,Afghani,221,348,0.0
2025-08-01,Samsung,Android 2.2,jcb,Dollar,41,460,0.0
2025-05-14,Huawei,Android 4.4,mastercard,Rupiah,190,605,0.0
2025-08-15,BLU,Android 5.1,mastercard,Rupiah,50,259,0.0
2025-08-07,Huawei,"Android 8.1, up to Android 10, EMUI 10.0",diners-club-carte-blanche,Real,107,593,0.0
2025-04-12,Tel.Me.,Feature phone,jcb,Yuan Renminbi,222,557,0.0
2025-10-05,Samsung,Microsoft Windows Mobile 6.5 Professional,mastercard,Real,91,763,0.0
2025-10-27,LG,"Android 6.0, up to Android 8.0",mastercard,Yuan Renminbi,222,664,0.0
2025-05-22,Panasonic,Feature phone,mastercard,Dollar,161,243,0.0
2025-09-18,HTC,Android 8.1,jcb,Rupiah,153,543,1.0
2025-09-22,LG,Android 2.3.7,jcb,Euro,44,385,0.0
2025-02-09,Samsung,"Android 2.3, up to 4.0, TouchWiz UI 4",jcb,Peso,229,320,0.0
2025-10-17,Lava,Android 4.2,jcb,Euro,6,886,1.0
2025-10-09,LG,Feature phone,jcb,Peso,195,620,0.0
2025-02-07,Vodafone,Android 6.0.1,china-unionpay,Krona,61,756,0.0
2025-03-02,VK,Feature phone,jcb,Yuan Renminbi,218,298,0.0
2025-03-01,BLU,Android 9.0,visa-electron,Baht,220,668,0.0
2025-11-19,Samsung,Feature phone,americanexpress,Dollar,180,265,1.0
2025-10-22,Motorola,Feature phone,laser,Rupiah,11,602,0.0
2025-05-14,Motorola,Android 6.0.1,jcb,Dollar,102,300,0.0
2025-11-30,Pantech,Feature phone,diners-club-carte-blanche,Franc,110,525,1.0
2025-07-01,vivo,"Android 8.1, Funtouch 4",instapayment,Rupiah,190,215,0.0
2025-11-25,Lava,Android 5.1,jcb,Euro,138,310,0.0
2025-03-29,Spice,Feature phone,jcb,Baht,99,343,1.0
2025-02-21,Maxwest,Feature phone,diners-club-enroute,Rupiah,11,386,0.0
2026-01-01,Wiko,Android 10,jcb,Denar,132,371,0.0
2025-04-12,Icemobile,Android 4.2.2,jcb,Franc,195,474,0.0
2025-09-13,alcatel,Android 5.0,visa-electron,Real,148,309,1.0
2025-06-04,LG,Android 6.0,jcb,Shilling,191,529,0.0
2025-06-21,Spice,Android 2.3,china-unionpay,Yuan Renminbi,18,423,1.0
2025-03-26,vivo,"Android 10, Funtouch 10.5",diners-club-us-ca,Koruna,207,782,0.0
2025-07-10,Nokia,Microsoft Windows Phone 7.8,china-unionpay,Ruble,188,859,1.0
2025-11-22,Samsung,"Symbian OS 9.1, Series 60 v3.1 UI",mastercard,Yuan Renminbi,147,625,1.0
2025-09-07,alcatel,Feature phone,visa,Euro,106,456,1.0
2025-09-14,vivo,"Android 7.1.1, up to 8.0, Funtouch 3.2",mastercard,Ruble,133,567,0.0
2025-09-30,Lava,Android 4.2,switch,Yen,248,894,0.0
2025-08-20,Infinix,"Android 10, XOS 6.0",jcb,Ruble,49,340,1.0
2025-08-22,Motorola,Feature phone,bankcard,Hryvnia,100,392,0.0
2025-10-21,Panasonic,Android 7.0,mastercard,Rupiah,210,386,0.0
2025-03-13,ZTE,"Android 10, nubia UI 8.0",jcb,Manat,42,303,0.0
2025-01-24,Motorola,Android 10,visa-electron,Yuan Renminbi,4,762,0.0
2025-08-03,Samsung,Feature phone,jcb,Dinar,198,423,0.0
2025-06-14,alcatel,Feature phone,jcb,Hryvnia,222,593,1.0
2025-04-05,BLU,Android 7.0,mastercard,Kuna,146,628,0.0
2025-10-31,Motorola,Linux / Java-based MOTOMAGX,diners-club-enroute,Yen,8,495,0.0
2025-03-18,Intex,Android OS compatible,maestro,Hryvnia,211,890,1.0
2025-11-06,Samsung,Feature phone,instapayment,Ruble,217,731,0.0
2025-11-30,Micromax,Feature phone,switch,Naira,68,328,1.0
2025-04-15,Huawei,"Android 4.3, EMUI 1.6",bankcard,Yen,200,835,0.0
2026-01-02,LG,Feature phone,jcb,Rupee,138,810,0.0
2025-12-05,Sagem,Feature phone,mastercard,Yuan Renminbi,136,488,1.0
2025-08-05,LG,Feature phone,maestro,Krona,98,717,0.0
2025-04-30,NEC,Feature phone,diners-club-carte-blanche,Zloty,245,302,0.0
2025-08-28,Posh,Android 6.0,jcb,Franc,184,238,1.0
2025-07-27,Bird,Feature phone,jcb,Dinar,215,567,0.0
2025-05-03,alcatel,Android 4.1,jcb,Euro,41,364,1.0
2025-10-16,Honor,"Android 9.0, Magic 2",diners-club-us-ca,Rupiah,9,377,0.0
2025-08-22,Samsung,Android 4.0.4,jcb,Yuan Renminbi,171,439,0.0
2026-01-13,Samsung,Android 2.2,switch,Yuan Renminbi,163,286,1.0
2025-11-29,Haier,Feature phone,diners-club-enroute,Ruble,129,585,0.0
2025-02-06,alcatel,Feature phone,jcb,Yuan Renminbi,8,862,0.0
2025-02-14,Samsung,Feature phone,switch,Yuan Renminbi,39,462,0.0
2025-02-14,LG,Feature phone,switch,Baht,207,338,1.0
2025-11-11,Nokia,"Symbian, S60 rel. 3.2",maestro,Rupiah,124,785,1.0
2025-10-08,ZTE,Android-based OPhone 2.0,mastercard,Ringgit,44,498,1.0
2025-01-25,Nokia,Feature phone,switch,Rupee,228,539,1.0
2025-07-08,Samsung,Feature phone,visa,Yuan Renminbi,81,342,0.0
2025-09-09,Samsung,Feature phone,mastercard,Euro,60,454,1.0
2025-06-27,Xiaomi,Android 9.0,jcb,Koruna,46,699,1.0
2026-01-20,Motorola,Feature phone,jcb,Euro,151,352,0.0
2025-11-17,Xiaomi,"Android 6.0.1, MIUI 10",jcb,Dollar,142,246,0.0
2025-03-28,Micromax,Android 4.0.4,jcb,Tenge,13,338,0.0
2025-08-20,Philips,Feature phone,jcb,Peso,45,226,0.0
2025-03-01,Nokia,"Symbian 9.2, S60 rel. 3.1",jcb,Yen,189,514,1.0
2025-08-07,verykool,Android 4.4.2,china-unionpay,Shekel,90,619,0.0
2025-11-26,Micromax,Android 2.3.6,jcb,Rupiah,94,655,0.0
2025-12-31,LG,Feature phone,americanexpress,Yen,199,508,1.0
2025-07-24,Sony,"Android 5.1.1, up to 7.1.1",jcb,Ruble,62,316,0.0
2025-05-14,Sagem,Feature phone,china-unionpay,Yuan Renminbi,172,636,1.0
2025-12-09,Samsung,Feature phone,china-unionpay,Euro,91,477,1.0
2025-09-23,Sony,Feature phone,jcb,Euro,196,838,1.0
2025-09-25,Asus,Android 4.4,jcb,Peso,36,696,0.0
2025-12-16,Apple,"watchOS 6.0, up to 7.6",visa-electron,Ringgit,192,799,1.0
2025-09-18,NEC,Feature phone,jcb,Rupiah,54,606,1.0
2025-09-15,NEC,Feature phone,jcb,Euro,115,537,1.0
2025-02-20,Samsung,Android 1.5/ 2.1,jcb,Yuan Renminbi,112,898,0.0
2026-01-15,BLU,Android 4.4.2,mastercard,Real,186,759,1.0
2025-08-19,i-mobile,Feature phone,americanexpress,Dollar,56,665,1.0
2025-02-19,Lava,Android 7.0,diners-club-enroute,Yuan Renminbi,134,573,1.0
2025-07-09,Plum,Android 4.2,americanexpress,Rupee,127,472,1.0
2025-07-05,Nokia,Feature phone,maestro,Real,145,370,0.0
2025-05-31,Karbonn,Feature phone,jcb,Ruble,39,571,0.0
2025-04-15,Sagem,Microsoft Windows PocketPC,jcb,Yuan Renminbi,242,243,0.0
2026-01-17,Samsung,"Android 10, up to Android 11, One UI 3.0",maestro,Dinar,103,772,0.0
2025-07-23,Micromax,"Android 4.4.2, up to 5.0",jcb,Yuan Renminbi,6,263,0.0
2025-08-16,Maxwest,Android 4.4,china-unionpay,Yuan Renminbi,7,769,1.0
2025-01-25,Spice,Android 4.4,visa-electron,Dollar,124,830,1.0
2025-07-24,Asus,"Android 5.0, up to 6.0, ZenUI",laser,Peso,4,747,0.0
2025-02-22,Samsung,Android 2.2,switch,Yuan Renminbi,86,338,0.0
2025-06-29,Micromax,Android 4.4.2,jcb,Yuan Renminbi,51,309,1.0
2025-03-23,Plum,Android 7.0,mastercard,Dollar,157,687,0.0
2025-02-11,Nokia,Feature phone,jcb,Dollar,161,446,0.0
2025-12-09,ZTE,Android 9.0,china-unionpay,Yuan Renminbi,30,391,0.0
2025-11-12,Samsung,Feature phone,mastercard,Ruble,135,372,0.0
2025-02-12,Microsoft,Feature phone,diners-club-carte-blanche,Shilling,196,698,0.0
2025-10-09,Samsung,"Android 6.0.1, TouchWiz UI",mastercard,Yuan Renminbi,192,592,0.0
2025-04-03,Yezz,Feature phone,maestro,Peso,219,286,0.0
2025-03-27,verykool,"Android 4.4.2, up to 5.0",jcb,Rupiah,111,453,1.0
2025-02-09,BenQ,Feature phone,visa-electron,Shekel,186,467,1.0
2025-11-06,Samsung,Feature phone,maestro,Yuan Renminbi,232,811,0.0
2025-03-15,ZTE,"Android 10, nubia UI 8.0",jcb,Dollar,25,649,1.0
2025-04-29,Huawei,"Android 10, EMUI 10.1",diners-club-us-ca,Euro,150,598,1.0
2026-01-17,Fujitsu,Microsoft Windows Mobile 5.0 Phone Edition,jcb,Euro,229,655,1.0
2025-04-13,Gionee,Android 4.2,mastercard,Quetzal,149,314,0.0
2025-07-11,Samsung,Feature phone,jcb,Yuan Renminbi,105,521,0.0
2025-02-04,Allview,"Android 4.2, up to 4.4.2",diners-club-enroute,Yuan Renminbi,35,697,0.0
2025-02-08,Huawei,"Android 9.0, up to Android 10, EMUI 10.0",maestro,Rupiah,143,458,0.0
2025-09-16,Xiaomi,"Android 4.2, up to 4.4.4, MIUI 9.2",jcb,Ruble,53,210,1.0
2025-04-08,Motorola,"Android 3.0, 4.1.2, not up to 4.2",jcb,Tugrik,34,404,0.0
2025-03-02,Intex,Android 5.0,jcb,Hryvnia,200,769,1.0
2025-08-19,Lenovo,Android 4.1,americanexpress,Euro,3,206,0.0
2025-11-07,Vodafone,Feature phone,maestro,Rupiah,49,738,1.0
2025-09-06,Sagem,Feature phone,switch,Yuan Renminbi,89,370,0.0
2025-09-23,Micromax,Android 5.1,jcb,Yuan Renminbi,233,871,1.0
2025-12-20,Samsung,Feature phone,visa-electron,Real,127,426,0.0
2025-12-03,Micromax,"Android 7.1.2, up to Android 8.0",maestro,Rupiah,78,855,1.0
2025-07-23,Samsung,Feature phone,jcb,Franc,86,665,0.0
2025-10-05,Nokia,"Android 7.1.1, up to Android 9.0",mastercard,Peso,83,851,1.0
2025-03-28,Huawei,"Android 9.0, EMUI 9.1",jcb,Dollar,55,301,0.0
2025-05-19,Huawei,"Android 9.0, EMUI 9.0",jcb,Peso,138,632,0.0
2025-04-01,Sagem,Feature phone,jcb,Hryvnia,26,574,1.0
2025-04-11,Bird,Feature phone,jcb,Dong,224,639,1.0
2025-11-05,Motorola,Feature phone,diners-club-us-ca,Naira,17,582,0.0
2026-01-01,Sony,"Android 4.3, up to 5.1",china-unionpay,Rupiah,6,896,0.0
2025-12-03,OnePlus,"Android 10, OxygenOS 10.0",maestro,Ruble,116,749,0.0
2025-03-19,Spice,Android 2.3.5,maestro,Peso,165,591,0.0
2025-08-30,LG,"Android 8.1, up to Android 10, Android One",switch,Rupiah,197,534,0.0
2025-08-18,Samsung,Feature phone,maestro,Peso,25,689,0.0
2025-12-19,Lenovo,Android 5.1,jcb,Dollar,162,335,1.0
2025-02-10,Mitsubishi,Feature phone,diners-club-carte-blanche,Ruble,69,479,1.0
2025-11-27,Samsung,Feature phone,instapayment,Ruble,19,215,0.0
2025-12-18,Acer,Android 4.2,bankcard,Rupiah,52,264,0.0
2025-10-27,Sony,Feature phone,visa-electron,Lempira,169,681,0.0
2025-07-25,Huawei,Android 4.0.4,mastercard,Dram,132,415,0.0
2025-09-26,Lenovo,Android 4.4,jcb,Lev,210,254,0.0
2025-06-13,Sony,Feature phone,diners-club-carte-blanche,Rupiah,114,662,0.0
2025-07-11,Sony,Feature phone,jcb,Euro,33,548,0.0
2025-05-18,Acer,Android 4.4.2,visa,Euro,198,246,0.0
2025-08-08,Xiaomi,"Android 10, MIUI 11",switch,Krona,221,747,1.0
2025-11-18,Siemens,Feature phone,solo,Peso,55,626,0.0
2025-07-02,Mitsubishi,Microsoft Windows PocketPC,jcb,Dollar,74,341,1.0
2025-09-23,Motorola,Feature phone,jcb,Lira,65,736,1.0
2025-09-17,alcatel,Feature phone,maestro,Baht,135,807,0.0
2025-02-12,BlackBerry,BlackBerry OS,maestro,Dollar,93,580,0.0
2025-06-23,QMobile,Android 4.4,visa-electron,Yuan Renminbi,198,542,0.0
2025-05-09,BenQ-Siemens,Feature phone,jcb,Euro,194,640,1.0
2025-10-31,Huawei,Android 2.3.6,jcb,Pound,179,568,0.0
2025-12-25,Panasonic,Feature phone,diners-club-enroute,Dollar,201,520,1.0
2025-01-28,BLU,Android 2.3,jcb,Dollar,236,616,1.0
2026-01-02,verykool,Android 4.4.2,jcb,Shekel,161,251,0.0
2025-07-05,Panasonic,Feature phone,mastercard,Yuan Renminbi,189,872,0.0
2025-01-27,Asus,"Android 7, ZenUI 3",jcb,Real,63,403,0.0
2025-10-23,Huawei,Android 4.0.4,maestro,Zloty,245,651,1.0
2025-09-01,Samsung,Android 2.3.3,switch,Baht,177,602,0.0
2025-04-11,Samsung,Feature phone,jcb,Euro,123,837,0.0
2026-01-03,Maxwest,Android 4.2.2,mastercard,Naira,250,489,1.0
2025-05-09,LG,Feature phone,bankcard,Yuan Renminbi,193,523,0.0
2025-06-09,Motorola,Android 8.0 Oreo,switch,Peso,99,447,1.0
2026-01-16,LG,Feature phone,jcb,Yuan Renminbi,129,201,0.0
2025-05-02,Samsung,Feature phone,jcb,Ruble,158,302,1.0
2025-11-14,Sony,"Android 4.3, up to 4.4.2, Timescape UI",visa-electron,Zloty,189,545,0.0
2025-07-17,Samsung,"Android 2.1, up to 2.2",jcb,Yuan Renminbi,68,589,0.0
2025-06-23,Micromax,Feature phone,jcb,Shekel,184,218,0.0
2025-03-19,Samsung,Feature phone,jcb,Rupiah,215,245,0.0
2025-12-15,Samsung,Feature phone,jcb,Euro,19,580,0.0
2025-05-09,HTC,Android 10,visa,Yuan Renminbi,44,652,0.0
2025-10-30,BLU,Android 4.2,china-unionpay,Pound,64,241,0.0
2025-08-18,ZTE,Feature phone,jcb,Ruble,167,242,0.0
2025-06-02,Motorola,Android 10,visa-electron,Peso,174,486,0.0
2025-08-29,Pantech,Feature phone,mastercard,Zloty,143,237,0.0
2025-02-04,Micromax,Android 2.2,americanexpress,Dirham,171,367,0.0
2025-04-06,HTC,Microsoft Windows Phone 8,jcb,Rial,43,872,0.0
2025-12-18,Samsung,"Android 4.4, TouchWiz UI",visa,Peso,120,598,0.0
2025-06-20,LG,Feature phone,jcb,Yuan Renminbi,138,861,0.0
2026-01-09,Allview,Android 7.0,solo,Lempira,92,885,0.0
2025-03-01,alcatel,"Android 4.2.2, up to 5.0",visa-electron,Yuan Renminbi,67,201,0.0
2025-06-25,Parla,Feature phone,china-unionpay,Yuan Renminbi,94,715,1.0
2025-05-07,LG,Feature phone,jcb,Rupiah,191,421,1.0
2025-05-03,HTC,"Android 4.2.2, up to 5.0, Sense UI",jcb,Ruble,43,312,0.0
2025-11-29,XOLO,Android 4.2,jcb,Euro,158,603,1.0
2025-11-12,Sagem,Feature phone,diners-club-enroute,Zloty,74,674,0.0
2025-06-27,vivo,"Android 5.1, Funtouch 2.1",jcb,Real,207,284,0.0
2025-12-30,BlackBerry,"BlackBerry OS 5, up",jcb,Peso,227,410,1.0
2025-07-12,Acer,Android 4.4.2,diners-club-carte-blanche,Rupiah,238,652,1.0
2025-12-05,Yezz,Android 4.2,china-unionpay,Rial,200,626,0.0
2025-04-18,Prestigio,Android 4.2,jcb,Peso,199,456,1.0
2025-04-13,O2,Microsoft Windows Mobile 6.1 Professional,americanexpress,Yuan Renminbi,142,570,0.0
2025-11-10,Samsung,"Android 4.3, up to 4.4.2, up to 5.0",visa,Zloty,195,756,0.0
2025-09-26,Motorola,"Android 8.0, Android One",maestro,Krona,51,215,0.0
2026-01-17,Telit,Feature phone,jcb,Yuan Renminbi,224,804,0.0
2025-07-12,Yezz,Android 2.3,maestro,Euro,165,509,0.0
2025-03-23,ZTE,Android 6.0,jcb,Rupiah,24,348,0.0
2025-07-22,BLU,Android 8.1 Oreo,americanexpress,Krona,138,257,0.0
2025-04-14,Samsung,Feature phone,china-unionpay,Real,224,413,0.0
2025-02-05,Xiaomi,"Android 5.0, MIUI 6",jcb,Yuan Renminbi,207,376,1.0
2025-04-13,Realme,"Android 9.0, up to Android 10, Realme UI",jcb,Yen,71,788,1.0
2025-01-22,Orange,Feature phone,visa-electron,Ruble,155,464,0.0
2025-05-17,Plum,Android 2.3.1,mastercard,Ruble,106,792,1.0
2025-10-21,Lenovo,Android 5.0.2,jcb,Euro,28,797,1.0
2025-04-18,Spice,Android 2.2,maestro,Yuan Renminbi,166,468,0.0
2025-08-29,Sony,"Android 2.3, up to 4.0",bankcard,Rupiah,119,322,0.0
2025-09-03,Nokia,"Symbian 9.4, Series 60 rel. 5",china-unionpay,Yuan Renminbi,20,213,1.0
2025-11-01,Motorola,Android 10,bankcard,Yuan Renminbi,190,660,0.0
2025-05-25,Lava,Android 2.3,diners-club-enroute,Ruble,147,821,0.0
2025-05-30,LG,Android 4.4.2,switch,Euro,189,551,0.0
2025-10-18,HTC,"Android 5.1.1, up to 6.0.1, Sense UI 7",instapayment,Pound,155,295,0.0
2025-02-12,Karbonn,Android 4.0,maestro,Real,12,416,1.0
2025-04-07,T-Mobile,Danger 4.7,china-unionpay,Zloty,43,462,0.0
2026-01-21,Ulefone,"Android 10, planned upgrade to Android 11",jcb,Krona,35,253,0.0
2025-11-25,Micromax,Feature phone,jcb,Rupiah,108,656,1.0
2025-03-18,Motorola,Feature phone,diners-club-enroute,Hryvnia,206,656,1.0
2025-11-30,Samsung,Feature phone,maestro,Euro,176,748,1.0
2025-10-13,T-Mobile,Feature phone,visa,Boliviano,215,411,0.0
2025-09-05,HTC,"Android 4.4.2, up to 4.4.4, Sense UI 6",instapayment,Peso,64,776,0.0
2025-11-24,ZTE,Feature phone,jcb,Yuan Renminbi,116,718,0.0
2025-05-10,Asus,"Android 6.0, up to 7.0",switch,Peso,129,890,0.0
2025-09-03,Yezz,Android 4.2,jcb,Tugrik,141,616,0.0
2025-06-02,Nokia,Feature phone,bankcard,Peso,18,331,0.0
2025-02-18,Asus,Android 4.3,americanexpress,Euro,101,796,0.0
2025-11-11,Gigabyte,Microsoft Windows Mobile 6.0 Professional,bankcard,Zloty,160,741,0.0
2025-04-13,Samsung,"Android 2.1, up to 2.3",jcb,Shekel,112,345,0.0
2025-05-08,Motorola,Feature phone,laser,Ariary,173,839,0.0
2025-02-10,Honor,"Android 10, Magic UI 3.1",visa,Rupiah,58,745,1.0
2025-07-13,Honor,"Android 10, Magic UI 3.1",jcb,Yuan Renminbi,94,857,0.0
2025-12-03,Huawei,Feature phone,jcb,Euro,92,432,0.0
2025-10-24,Samsung,"Android 6.0.1, up to Android 8.1",mastercard,Rupee,201,310,1.0
2025-04-14,Nokia,Feature phone,jcb,Ruble,204,490,0.0
2025-09-26,BlackBerry,BlackBerry Tablet OS,jcb,Peso,120,461,1.0
2025-12-09,Samsung,Microsoft Windows Mobile 6.1 Professional,mastercard,Real,191,244,0.0
2025-02-19,Samsung,"Android 9.0, up to Android 11, One UI 3.0",americanexpress,Euro,53,385,1.0
2025-05-16,alcatel,Feature phone,jcb,Euro,204,427,0.0
2025-06-27,i-mate,Microsoft Windows Mobile 6.0 Professional,jcb,Euro,177,465,0.0
2025-03-04,Google,"Android 9.0, up to Android 11",switch,Euro,213,572,0.0
2026-01-21,Infinix,"Android 10, XOS 6.0",visa-electron,Som,174,574,0.0
2025-04-24,Samsung,Feature phone,solo,Yuan Renminbi,62,851,0.0
2025-11-06,Vodafone,Android 8.1,jcb,Ruble,230,521,0.0
2025-08-13,Huawei,"Android 8.0, up to Android 10, EMUI 10.2",jcb,Ruble,91,479,1.0
2025-11-05,Samsung,Feature phone,americanexpress,Euro,63,249,1.0
2025-11-16,Vodafone,Feature phone,maestro,Koruna,162,257,0.0
2025-06-04,Allview,Android 9.0,americanexpress,Yuan Renminbi,192,502,0.0
2025-06-21,Micromax,Android 4.4.2,jcb,Yuan Renminbi,204,530,1.0
2025-10-15,Samsung,Android 2.3.5,diners-club-us-ca,Peso,56,400,1.0
2025-05-11,HTC,"Android 6.0, Sense UI",jcb,Euro,166,759,0.0
2025-06-30,Xiaomi,"Android 10, MIUI 12",jcb,Euro,120,854,1.0
2025-12-24,Micromax,Android 4.2.2,diners-club-carte-blanche,Euro,216,832,0.0
2025-04-01,Eten,Microsoft Windows Mobile 5.0 PocketPC,diners-club-carte-blanche,Yuan Renminbi,109,404,0.0
2025-09-14,Samsung,"Android 4.1.2, TouchWiz UX UI",laser,Euro,211,386,0.0
2025-07-12,alcatel,Feature phone,jcb,Euro,11,777,0.0
2025-02-15,Telit,Feature phone,visa-electron,Naira,182,226,1.0
2025-11-25,Nokia,Feature phone,diners-club-enroute,Peso,125,401,1.0
2025-07-01,Bird,Feature phone,switch,Euro,224,670,0.0
2025-05-12,Gionee,"Android 7, Amigo 4",jcb,Peso,68,238,0.0
2025-09-17,Bird,Feature phone,diners-club-carte-blanche,Dollar,74,745,0.0
2025-05-03,Samsung,Feature phone,mastercard,Yuan Renminbi,168,733,0.0
2025-12-17,QMobile,Android 4.4,visa,Peso,69,391,1.0
2025-07-15,LG,Feature phone,jcb,Rupiah,119,506,0.0
2025-05-23,Oppo,"Android 10, ColorOS 7.2",bankcard,Dollar,80,200,0.0
2025-08-19,Philips,Feature phone,switch,Ruble,244,328,0.0
2025-03-29,Xiaomi,"Android 8.1, planned upgrade to 10, MIUI 12",bankcard,Euro,249,330,1.0
2025-10-11,BlackBerry,BlackBerry OS,jcb,Krona,216,585,0.0
2025-04-09,Xiaomi,"Android 8.0, MIUI 9",bankcard,Naira,199,683,0.0
2025-03-18,Nokia,Feature phone,diners-club-enroute,Yuan Renminbi,36,532,0.0
